,index,song,artist
4681,6559,Frosty The Snowman,Bing Crosby
4682,7092,Why,Nf
4683,10166,Fire Stars,Youngboy Never Broke Again
4684,1181,The Git Up,Blanco Brown
4685,9993,Conqueror,Empire Cast
4686,99,Fake Love,Drake
4687,6508,In Common,Alicia Keys
4688,4661,Tough Love,Avicii
4689,9407,Should'Ve Been Me,Mitski
4690,2204,Screw Juice,Juice Wrld
4691,885,Childs Play,Drake
4692,3378,If You Know You Know,Pusha T
4693,1463,Do Not Disturb,Drake
4694,1189,Wolves,Big Sean
4695,3732,My Oasis,Sam Smith
4696,6674,Bad Romance,Lady Gaga
4697,5114,Crown The Kings,Migos
4698,9885,Slow Grenade,Ellie Goulding
4699,7209,Accepting My Flaws,Future
4700,6425,"Hey, Ma",Bon Iver
4701,5314,Here We Go,Mac Miller
4702,6808,Holy Calamafuck,Run The Jewels
4703,11027,Can'T Stop,Red Hot Chili Peppers
4704,2511,Dubai Shit,Huncho Jack
4705,3234,When I Grow Up,Nf
4706,6347,Go Crazy (Remix),Chris Brown
4707,7794,Peepin Out The Blinds,Gucci Mane
4708,2281,Sauce!,Xxxtentacion
4709,2413,I Bet You Think About Me,Taylor Swift
4710,2224,Rolling In The Deep,Adele
4711,4752,Andromeda,Gorillaz
4712,7052,Me & You Together Song,The 1975
4713,3532,Lord I Need You,Kanye West
4714,10517,On + Off,Maggie Rogers
4715,10903,Shine  Kygo Remix,Benjamin Francis Leftwich
4716,7041,Bohemian Trapsody,Logic
4717,9531,182  What'S My Age Again?,Blink
4718,3061,End Of The Day,One Direction
4719,1756,Isis,Joyner Lucas
4720,5661,Enigma,Lady Gaga
4721,10038,I Guess,Mitski
4722,8069,Heavy Crown,Iggy Azalea
4723,10097,Quiero Mas,Ozuna
4724,10002,Bowser,Xxxtentacion
4725,300,Tennessee Whiskey,Chris Stapleton
4726,9061,I Wanna Be Romanticized,$Uicideboy$
4727,2230,Baby,Quality Control
4728,1805,Franchise,Travis Scott
4729,4151,A Lie,French Montana
4730,10000,Big Blue,Vampire Weekend
4731,4319,Forever & Always (Taylor’S Version),Taylor Swift
4732,1353,Masterpiece,Dababy
4733,9769,Everything Now,Arcade Fire
4734,5871,I'M Yours,Jason Mraz
4735,2852,No Mistakes,Kanye West
4736,4942,T'D Up,Rae Sremmurd
4737,2113,Foot Fungus,Ski Mask The Slump God
4738,54,When The Party'S Over,Billie Eilish
4739,4213,Losses,Drake
4740,6346,Backseat Freestyle,Kendrick Lamar
4741,320,Without You,The Kid Laroi
4742,7765,Golden Light,Madden
4743,5169,Almost Slipped,Meek Mill
4744,9069,Inside,Logic
4745,8799,Connexion,Zayn
4746,2789,Record Year,Eric Church
4747,8187,Do Not Disturb,Smokepurpp
4748,6143,"White Christmas  Spotify Singles  Holiday, Recorded At Air Studios, London",George Ezra
4749,8964,Mood,Trippie Redd
4750,4929,Escape From Babylon,$Uicideboy$
4751,7040,Love Runs Out,Martin Garrix
4752,6827,I Was Jack (You Were Diane),Jake Owen
4753,7243,The Half,Dj Snake
4754,7917,Novocaine,Fall Out Boy
4755,6329,Swervin' In My Lane,No Name No Fame
4756,2403,Dangerous,Morgan Wallen
4757,6914,Layers,Nf
4758,7462,Walked In,Bankroll Fresh
4759,5776,Kick It,Lil Nas X
4760,2825,Cowboy Like Me,Taylor Swift
4761,3274,Goodnight N Go,Ariana Grande
4762,3355,All Night Parking,Adele
4763,5949,Shot Down,Khalid
4764,4570,Bluffin',Khalid
4765,8122,Relay,Fiona Apple
4766,10695,Hypnotized,Akon
4767,6903,My Kinda Folk,Luke Combs
4768,4591,Someday At Christmas,Stevie Wonder
4769,7919,Bad Moon Rising,Creedence Clearwater Revival
4770,9154,Audemar,Young Thug
4771,4847,Solo,Frank Ocean
4772,8637,Solid,Lil Baby
4773,5297,Ju$T,Run The Jewels
4774,3138,In Da Getto,J Balvin
4775,7043,What Child Is This/The Holly And The Ivy  Medley / Remastered 2006,Bing Crosby
4776,5622,Moon,Bts
4777,8382,Triumph,Xxxtentacion
4778,2735,Famous,Lil Wayne
4779,7574,That'S Where I Am,Maggie Rogers
4780,2517,Remedy,Alesso
4781,2340,All I Know,The Weeknd
4782,854,Worth It,Yk Osiris
4783,5534,Fun Tonight,Lady Gaga
4784,8908,Z Look Jamaican,Kodak Black
4785,6589,Life On Mars?  1999 Remastered Version,David Bowie
4786,5528,Vaccine,Migos
4787,251,Bad Habits,Ed Sheeran
4788,1957,Death Of A Bachelor,Panic! At The Disco
4789,6611,Wishing For A Hero,Polo G
4790,6961,Ring Out The Bells,Sarah Connor
4791,4553,Cheerleader  Felix Jaehn Vs Salaam Remi Remix,Omi
4792,4969,Soul Food Ii,Logic
4793,8641,Tiny Dancer,Elton John
4794,6974,Style Stealer (Lil Baby & Gunna),Gunna
4795,1484,Geronimo,Sheppard
4796,5800,1993,Dreamville
4797,9874,You Name It! (#Unameitchallenge),Dj Suede The Remix God
4798,9906,Me (Fwm),Meek Mill
4799,851,Marry Me,Thomas Rhett
4800,1894,Greatest,Eminem
4801,1004,Truffle Butter,Nicki Minaj
4802,7883,In Her Mouth,Future
4803,9184,Open Up,Daniel Caesar
4804,10580,Congratulations,Mac Miller
4805,7460,You Deserve It All,John Legend
4806,5494,Into It,Camila Cabello
4807,9207,Crying Over You,The Band Camino
4808,7051,Not Me,Lil Wayne
4809,1607,8Teen,Khalid
4810,1845,Listen Before I Go,Billie Eilish
4811,1692,Ice Cream,Blackpink
4812,5387,Pneuma,Tool
4813,7884,"Look At Me, Don'T Look At Me",Tw3Lve
4814,2623,Sangria,Blake Shelton
4815,4928,Came And Saw,Young Stoner Life
4816,1474,Budapest,George Ezra
4817,7087,Amen,Logic
4818,10394,Never Let You Go,Kygo
4819,4406,Rockin' Around The Christmas Tree  Rerecorded Version,Brenda Lee
4820,1983,Said Sum,Moneybagg Yo
4821,9318,Higher,Clean Bandit
4822,6900,If You Pray Right,Brockhampton
4823,6160,Dunno,Mac Miller
4824,3209,Flocky Flocky,Don Toliver
4825,8894,No Sense,Young Dolph
4826,4546,My All,Polo G
4827,3099,I Am,Jorja Smith
4828,7372,Christmas Time,Backstreet Boys
4829,9174,Butter (Instrumental),Bts
4830,4894,Runaway,Lil Peep
4831,6177,Ooh La La,Run The Jewels
4832,9419,Worth It,Rex Orange County
4833,9736,Greenlight,Jonas Brothers
4834,7703,Changes,Lauv
4835,4820,Crowded Room,Selena Gomez
4836,5959,Faster,Lil Tecca
4837,10618,Shelter,Porter Robinson
4838,1450,Motiv8,J. Cole
4839,6185,Distraction,Kehlani
4840,8388,Intro,Shawn Mendes
4841,10385,American Rejects  Sweat,The All
4842,4692,Angels & Demons,Jxdn
4843,1309,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran
4844,5536,Racks Blue,Future
4845,8889,Ain'T Your Mama,Jennifer Lopez
4846,9513,Pranks 4 Players,Mac Miller
4847,2934,Alive,Sia
4848,10687,Loser,Beck
4849,4597,Clueless,Polo G
4850,8494,Very Special,Wiz Khalifa
4851,1760,The Mack,Nevada
4852,9822,Like This,Nf
4853,470,Te Boté  Remix,Nio Garcia
4854,3851,Believe,Eminem
4855,3223,Love Ain'T,Eli Young Band
4856,1334,Sunset Lover,Petit Biscuit
4857,9031,Handclap,Fitz And The Tantrums
4858,4289,Love U Better,Ty Dolla $Ign
4859,2192,Timeless (Dj Spinking),A Boogie Wit Da Hoodie
4860,157,I'M The One,Dj Khaled
4861,3928,Xanny Family,Future
4862,243,Sunday Best,Surfaces
4863,8229,Champion,Fall Out Boy
4864,10524,Heartsigh,Purity Ring
4865,9650,Don’T Let Me Let Go,Dillon Francis
4866,8523,Body Moves,Dnce
4867,4773,Go Off,Lil Uzi Vert
4868,8489,Banana Boat Song,Harry Belafonte
4869,7000,This Life,Vampire Weekend
4870,8588,Get Out,Chvrches
4871,6393,Don'T Be A Fool,Shawn Mendes
4872,8146,Detention,Melanie Martinez
4873,3730,Nikes,Frank Ocean
4874,10607,You Want It Darker,Leonard Cohen
4875,10488,Come And Get Your Love  Single Edit,Redbone
4876,1439,Beat Box 3,Spotemgottem
4877,8801,No Fly Zone,Lil Baby
4878,5836,Framed,Eminem
4879,385,Vibez,Dababy
4880,4499,Hit My Line,Logic
4881,1878,Sin,Young Thug
4882,10778,One Of These Nights  Eagles 2013 Remaster,Eagles
4883,4381,Selfmade,Bryson Tiller
4884,6451,Sorrows,Bryson Tiller
4885,1800,What Happened To Virgil,Lil Durk
4886,1196,Trampoline,Shaed
4887,5760,Home,Mike Dimes
4888,8824,Zanies And Fools,Chance The Rapper
4889,4115,Eazy  I Wanna Rock,G
4890,3118,Twerkulator,City Girls
4891,8938,The Light,Brockhampton
4892,7219,Space Time,Trippie Redd
4893,2788,Supermarket Flowers,Ed Sheeran
4894,6748,Intro: Serendipity,Bts
4895,6407,Slippin',Dmx
4896,5012,Como Se Siente  Remix,Jhay Cortez
4897,2480,Out The Mud,Lil Baby
4898,1423,Gang Gang,Polo G
4899,229,I Took A Pill In Ibiza  Seeb Remix,Mike Posner
4900,3375,Jungle,Drake
4901,7608,Forward,Beyoncé
4902,10813,Most Of Us,Wiz Khalifa
4903,4551,Donald Trump,Mac Miller
4904,3450,Where It Ends,Bailey Zimmerman
4905,3125,Better Man (Taylor'S Version) (From The Vault),Taylor Swift
4906,2217,Used,Sza
4907,6071,Shouldn'T Matter But It Does,John Mayer
4908,9784,Welcome Back,Ali Gatie
4909,2186,Dear Reader,Taylor Swift
4910,3074,Love To Lay,The Weeknd
4911,6324,Anyway,Chris Brown
4912,8308,Marie  Our Song,Anne
4913,7673,See You Space Cowboy...,Logic
4914,11040,I'M Gonna Be (500 Miles),The Proclaimers
4915,4569,18,One Direction
4916,1977,United In Grief,Kendrick Lamar
4917,10475,Desire  Gryffin Remix,Years & Years
4918,10302,A Head Full Of Dreams,Coldplay
4919,8951,Cheating On You,Charlie Puth
4920,8367,Ugly,Xxxtentacion
4921,9290,Scarred,Giveon
4922,10084,Thought Contagion,Muse
4923,9930,Skat,Tory Lanez
4924,6729,Backpack,Justin Bieber
4925,9916,About You,Lil Tecca
4926,3974,Insomnia,Daya
4927,9711,Remember I Told You,Nick Jonas
4928,4300,Before The Day Is Over,Joji
4929,9160,Castaway,5 Seconds Of Summer
4930,8510,Pull Up,Playboi Carti
4931,8979,Boomerang,Imagine Dragons
4932,2269,Eazy  Order More,G
4933,3168,Nobody Else But You,Trey Songz
4934,4560,"Wu Tang Forever (Ft. Ghostface Killah, Raekwon, Rza, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, Ugod, Masta Killa, Gza)",Logic
4935,7932,Problematic,Bo Burnham
4936,6750,Twin Flame,Machine Gun Kelly
4937,8846,Fuck The World,Rod Wave
4938,7769,Perfectly Wrong,Shawn Mendes
4939,1919,Blue Tint,Drake
4940,10431,Bling Blaww Burr,Gucci Mane
4941,327,Calling My Phone,Lil Tjay
4942,1861,Betty,Taylor Swift
4943,9725,Walk Me Home,Said The Sky
4944,7642,Nightlight,Illenium
4945,9966,A Million Dreams,P!Nk
4946,6700,Adults Swim,Ski Mask The Slump God
4947,6391,Motw,Gunna
4948,3936,Overdrive,Drake
4949,6415,Suga'S Interlude,Halsey
4950,7678,Rackz Got Më,Yeat
4951,7023,Suu Whoop,Yg
4952,2414,You Know You Like It  Dj Snake Remix,Alunageorge
4953,9356,Serendipity (Full Length Edition),Bts
4954,2862,Rockstar In His Prime,Juice Wrld
4955,9787,Lost,Chance The Rapper
4956,7789,Home,Michael Bublé
4957,10059,Stayin Alive,Bee Gees
4958,6365,Bing James (Ft. Jay Rock),Lil Wayne
4959,4822,No Peace,Sam Smith
4960,2520,One Margarita,Luke Bryan
4961,5425,Wellerman,The Longest Johns
4962,2572,You Only Live Twice,Drake
4963,6201,Ice,Gucci Mane
4964,8326,Lo/Hi,The Black Keys
4965,3987,No More Parties In La,Kanye West
4966,4192,Helpless,Phillipa Soo
4967,3893,365,Zedd
4968,9226,Amoeba,Clairo
4969,522,All Too Well (10 Minute Version) (Taylor'S Version) (From The Vault),Taylor Swift
4970,4872,Syphilis,Juice Wrld
4971,3837,Might Not Give Up,A Boogie Wit Da Hoodie
4972,8148,Outro,Big Sean
4973,2461,Epiphany,Taylor Swift
4974,1579,Comin Out Strong,Future
4975,2515,Power Is Power,Sza
4976,5153,Jump Then Fall (Taylor’S Version),Taylor Swift
4977,3440,Lose My Mind,Brett Eldredge
4978,5596,Still Ballin,Logic
4979,149,Dákiti,Bad Bunny
4980,5148,Blick Blick,Coi Leray
4981,9914,Exotic,Nle Choppa
4982,2420,A P P L Y I N G . P R E S S U R E,J. Cole
4983,8679,Possessive,Chris Brown
4984,5593,Wicked,Trippie Redd
4985,8246,Alone,Russ
4986,4577,Me Gusta,Anitta
4987,3871,Used 2,Lil Wayne
4988,8055,Forever,Labrinth
4989,906,This Could Be Us,Rae Sremmurd
4990,7508,Story,Nf
4991,5677,Writer In The Dark,Lorde
4992,635,Bang!,Ajr
4993,6583,Blurred Lines,Oda Kirkwood
4994,2319,By Your Side,Jonas Blue
4995,5249,Trellas,Bad Bunny
4996,2742,Hoax,Taylor Swift
4997,6341,Cairo,Karol G
4998,6562,The Lighthouse Keeper,Sam Smith
4999,5908,Finish Line,Trippie Redd
