danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.791,0.804,4,-4.221,0,0.0447,0.502,0.0,0.442,0.705,99.993,audio_features,6HDJKC7XvB0NDSmNtHdcNL,spotify:track:6HDJKC7XvB0NDSmNtHdcNL,https://api.spotify.com/v1/tracks/6HDJKC7XvB0NDSmNtHdcNL,https://api.spotify.com/v1/audio-analysis/6HDJKC7XvB0NDSmNtHdcNL,225373,4
0.726,0.815,11,-4.969,1,0.0373,0.0724,0.00421,0.357,0.693,99.972,audio_features,0r7CVbZTWZgbTCYdfa2P31,spotify:track:0r7CVbZTWZgbTCYdfa2P31,https://api.spotify.com/v1/tracks/0r7CVbZTWZgbTCYdfa2P31,https://api.spotify.com/v1/audio-analysis/0r7CVbZTWZgbTCYdfa2P31,162600,4
0.314,0.634,10,-7.168,1,0.0344,0.0207,7.52e-05,0.687,0.172,143.992,audio_features,2YRx8jviX9HnvxD0uDIOma,spotify:track:2YRx8jviX9HnvxD0uDIOma,https://api.spotify.com/v1/tracks/2YRx8jviX9HnvxD0uDIOma,https://api.spotify.com/v1/audio-analysis/2YRx8jviX9HnvxD0uDIOma,526890,3
0.593,0.505,0,-8.169,1,0.0257,0.0329,0.00196,0.194,0.139,139.941,audio_features,0owMmMqkYKJ4g6UcaH5Pho,spotify:track:0owMmMqkYKJ4g6UcaH5Pho,https://api.spotify.com/v1/tracks/0owMmMqkYKJ4g6UcaH5Pho,https://api.spotify.com/v1/audio-analysis/0owMmMqkYKJ4g6UcaH5Pho,239493,4
0.573,0.66,11,-8.304,0,0.0609,0.173,0.149,0.111,0.461,172.072,audio_features,26AmP3ukYC4Zs9lSGlh55I,spotify:track:26AmP3ukYC4Zs9lSGlh55I,https://api.spotify.com/v1/tracks/26AmP3ukYC4Zs9lSGlh55I,https://api.spotify.com/v1/audio-analysis/26AmP3ukYC4Zs9lSGlh55I,200653,4
0.759,0.649,0,-7.727,0,0.0306,0.197,0.000313,0.449,0.912,92.966,audio_features,0kDYa8nqIIpsAZ8FctJyGQ,spotify:track:0kDYa8nqIIpsAZ8FctJyGQ,https://api.spotify.com/v1/tracks/0kDYa8nqIIpsAZ8FctJyGQ,https://api.spotify.com/v1/audio-analysis/0kDYa8nqIIpsAZ8FctJyGQ,211067,4
0.75,0.776,11,-7.561,0,0.249,0.226,0.0,0.355,0.519,130.066,audio_features,7KMi67SvcUC1rTfCqNXzoN,spotify:track:7KMi67SvcUC1rTfCqNXzoN,https://api.spotify.com/v1/tracks/7KMi67SvcUC1rTfCqNXzoN,https://api.spotify.com/v1/audio-analysis/7KMi67SvcUC1rTfCqNXzoN,96078,4
0.613,0.651,7,-8.12,1,0.0305,0.566,0.685,0.125,0.857,80.976,audio_features,7JZAkIzTNPV9Wd4a4sDdiN,spotify:track:7JZAkIzTNPV9Wd4a4sDdiN,https://api.spotify.com/v1/tracks/7JZAkIzTNPV9Wd4a4sDdiN,https://api.spotify.com/v1/audio-analysis/7JZAkIzTNPV9Wd4a4sDdiN,408893,4
0.584,0.168,7,-13.406,1,0.0283,0.889,2.79e-05,0.121,0.157,140.052,audio_features,4pCvaD8i0KBlJnwuvvx4pM,spotify:track:4pCvaD8i0KBlJnwuvvx4pM,https://api.spotify.com/v1/tracks/4pCvaD8i0KBlJnwuvvx4pM,https://api.spotify.com/v1/audio-analysis/4pCvaD8i0KBlJnwuvvx4pM,197800,3
0.756,0.698,6,-5.464,1,0.178,0.0849,0.0,0.221,0.66,77.497,audio_features,6cUHiQEECDl5m3WFGQ1GCR,spotify:track:6cUHiQEECDl5m3WFGQ1GCR,https://api.spotify.com/v1/tracks/6cUHiQEECDl5m3WFGQ1GCR,https://api.spotify.com/v1/audio-analysis/6cUHiQEECDl5m3WFGQ1GCR,247714,4
